Community,hour,avg_per_hour
AL BADA',15,0.12138728323699421
AL BADA',16,0.1329479768786127
AL BADA',17,0.10404624277456648
AL BADA',18,0.1329479768786127
AL BADA',19,0.1791907514450867
AL BADA',20,0.1676300578034682
AL BADA',21,0.1329479768786127
AL BADA',22,0.23121387283236994
AL BADA',23,0.15028901734104047
AL BARAHA,0,0.0707070707070707
AL BARAHA,1,0.04040404040404041
AL BARAHA,2,0.030303030303030304
AL BARAHA,3,0.0707070707070707
AL BARAHA,4,0.050505050505050504
AL BARAHA,5,0.030303030303030304
AL BARAHA,6,0.0707070707070707
AL BARAHA,7,0.04040404040404041
AL BARAHA,8,0.06060606060606061
AL BARAHA,9,0.0707070707070707
AL BARAHA,10,0.06060606060606061
AL BARAHA,11,0.050505050505050504
AL BARAHA,12,0.050505050505050504
AL BARAHA,13,0.04040404040404041
AL BARAHA,14,0.0707070707070707
AL BARAHA,15,0.0707070707070707
AL BARAHA,16,0.1111111111111111
AL BARAHA,17,0.06060606060606061
AL BARAHA,18,0.050505050505050504
AL BARAHA,19,0.0707070707070707
AL BARAHA,20,0.10101010101010101
AL BARAHA,21,0.050505050505050504
AL BARAHA,22,0.1111111111111111
AL BARAHA,23,0.0707070707070707
AL BARSHA FIRST,0,0.10471204188481675
AL BARSHA FIRST,1,0.11518324607329843
AL BARSHA FIRST,2,0.06806282722513089
AL BARSHA FIRST,3,0.041884816753926704
AL BARSHA FIRST,4,0.041884816753926704
AL BARSHA FIRST,5,0.04712041884816754
AL BARSHA FIRST,6,0.05235602094240838
AL BARSHA FIRST,7,0.06806282722513089
AL BARSHA FIRST,8,0.10471204188481675
AL BARSHA FIRST,9,0.13089005235602094
AL BARSHA FIRST,10,0.1518324607329843
AL BARSHA FIRST,11,0.14659685863874344
AL BARSHA FIRST,12,0.23036649214659685
AL BARSHA FIRST,13,0.2879581151832461
AL BARSHA FIRST,14,0.28272251308900526
AL BARSHA FIRST,15,0.25654450261780104
AL BARSHA FIRST,16,0.2670157068062827
AL BARSHA FIRST,17,0.2513089005235602
AL BARSHA FIRST,18,0.23036649214659685
AL BARSHA FIRST,19,0.2094240837696335
AL BARSHA FIRST,20,0.20418848167539266
AL BARSHA FIRST,21,0.2094240837696335
AL BARSHA FIRST,22,0.19895287958115182
AL BARSHA FIRST,23,0.1099476439790576
AL BARSHA SECOND,0,0.047619047619047616
AL BARSHA SECOND,1,0.027210884353741496
AL BARSHA SECOND,2,0.034013605442176874
AL BARSHA SECOND,3,0.027210884353741496
AL BARSHA SECOND,4,0.006802721088435374
AL BARSHA SECOND,5,0.02040816326530612
AL BARSHA SECOND,6,0.034013605442176874
AL BARSHA SECOND,7,0.047619047619047616
AL BARSHA SECOND,8,0.047619047619047616
AL BARSHA SECOND,9,0.10204081632653061
AL BARSHA SECOND,10,0.10204081632653061
AL BARSHA SECOND,11,0.12244897959183673
AL BARSHA SECOND,12,0.1564625850340136
AL BARSHA SECOND,13,0.19047619047619047
AL BARSHA SECOND,14,0.2108843537414966
AL BARSHA SECOND,15,0.14285714285714285
AL BARSHA SECOND,16,0.17687074829931973
AL BARSHA SECOND,17,0.1360544217687075
AL BARSHA SECOND,18,0.1292517006802721
AL BARSHA SECOND,19,0.1360544217687075
AL BARSHA SECOND,20,0.10204081632653061
AL BARSHA SECOND,21,0.09523809523809523
AL BARSHA SECOND,22,0.10204081632653061
AL BARSHA SECOND,23,0.034013605442176874
AL BARSHA SOUTH FIFTH,0,0.06382978723404255
AL BARSHA SOUTH FIFTH,1,0.0425531914893617
AL BARSHA SOUTH FIFTH,2,0.028368794326241134
AL BARSHA SOUTH FIFTH,3,0.02127659574468085
AL BARSHA SOUTH FIFTH,4,0.03546099290780142
AL BARSHA SOUTH FIFTH,5,0.03546099290780142
AL BARSHA SOUTH FIFTH,6,0.07801418439716312
AL BARSHA SOUTH FIFTH,7,0.07092198581560284
AL BARSHA SOUTH FIFTH,8,0.1276595744680851
AL BARSHA SOUTH FIFTH,9,0.11347517730496454
AL BARSHA SOUTH FIFTH,10,0.1347517730496454
AL BARSHA SOUTH FIFTH,11,0.11347517730496454
AL BARSHA SOUTH FIFTH,12,0.14893617021276595
AL BARSHA SOUTH FIFTH,13,0.1276595744680851
AL BARSHA SOUTH FIFTH,14,0.11347517730496454
AL BARSHA SOUTH FIFTH,15,0.09219858156028368
AL BARSHA SOUTH FIFTH,16,0.1347517730496454
AL BARSHA SOUTH FIFTH,17,0.14893617021276595
AL BARSHA SOUTH FIFTH,18,0.07801418439716312
AL BARSHA SOUTH FIFTH,19,0.11347517730496454
AL BARSHA SOUTH FIFTH,20,0.07801418439716312
AL BARSHA SOUTH FIFTH,21,0.04964539007092199
AL BARSHA SOUTH FIFTH,22,0.0425531914893617
AL BARSHA SOUTH FIFTH,23,0.02127659574468085
AL BARSHA SOUTH FIRST,0,0.10650887573964497
AL BARSHA SOUTH FIRST,1,0.07692307692307693
AL BARSHA SOUTH FIRST,2,0.047337278106508875
AL BARSHA SOUTH FIRST,3,0.03550295857988166
AL BARSHA SOUTH FIRST,4,0.03550295857988166
AL BARSHA SOUTH FIRST,5,0.05325443786982249
AL BARSHA SOUTH FIRST,6,0.04142011834319527
AL BARSHA SOUTH FIRST,7,0.1301775147928994
AL BARSHA SOUTH FIRST,8,0.11242603550295859
AL BARSHA SOUTH FIRST,9,0.1242603550295858
AL BARSHA SOUTH FIRST,10,0.11834319526627218
AL BARSHA SOUTH FIRST,11,0.0650887573964497
AL BARSHA SOUTH FIRST,12,0.20118343195266272
AL BARSHA SOUTH FIRST,13,0.13609467455621302
AL BARSHA SOUTH FIRST,14,0.1834319526627219
AL BARSHA SOUTH FIRST,15,0.1893491124260355
AL BARSHA SOUTH FIRST,16,0.14792899408284024
AL BARSHA SOUTH FIRST,17,0.17751479289940827
AL BARSHA SOUTH FIRST,18,0.13609467455621302
AL BARSHA SOUTH FIRST,19,0.11834319526627218
AL BARSHA SOUTH FIRST,20,0.09467455621301775
AL BARSHA SOUTH FIRST,21,0.13609467455621302
AL BARSHA SOUTH FIRST,22,0.08284023668639054
AL BARSHA SOUTH FIRST,23,0.07100591715976332
AL BARSHA SOUTH FOURTH,0,0.109375
AL BARSHA SOUTH FOURTH,1,0.0625
AL BARSHA SOUTH FOURTH,2,0.08854166666666667
AL BARSHA SOUTH FOURTH,3,0.03125
AL BARSHA SOUTH FOURTH,4,0.041666666666666664
AL BARSHA SOUTH FOURTH,5,0.046875
AL BARSHA SOUTH FOURTH,6,0.057291666666666664
AL BARSHA SOUTH FOURTH,7,0.18229166666666666
AL BARSHA SOUTH FOURTH,8,0.265625
AL BARSHA SOUTH FOURTH,9,0.2916666666666667
AL BARSHA SOUTH FOURTH,10,0.23958333333333334
AL BARSHA SOUTH FOURTH,11,0.23958333333333334
AL BARSHA SOUTH FOURTH,12,0.16666666666666666
AL BARSHA SOUTH FOURTH,13,0.2760416666666667
AL BARSHA SOUTH FOURTH,14,0.22916666666666666
AL BARSHA SOUTH FOURTH,15,0.22916666666666666
AL BARSHA SOUTH FOURTH,16,0.2552083333333333
AL BARSHA SOUTH FOURTH,17,0.22916666666666666
AL BARSHA SOUTH FOURTH,18,0.22916666666666666
AL BARSHA SOUTH FOURTH,19,0.2604166666666667
AL BARSHA SOUTH FOURTH,20,0.2760416666666667
AL BARSHA SOUTH FOURTH,21,0.203125
AL BARSHA SOUTH FOURTH,22,0.10416666666666667
AL BARSHA SOUTH FOURTH,23,0.09375
AL BARSHA SOUTH SECOND,0,0.02830188679245283
AL BARSHA SOUTH SECOND,1,0.0660377358490566
AL BARSHA SOUTH SECOND,2,0.04716981132075472
AL BARSHA SOUTH SECOND,6,0.03773584905660377
AL BARSHA SOUTH SECOND,7,0.04716981132075472
AL BARSHA SOUTH SECOND,8,0.07547169811320754
AL BARSHA SOUTH SECOND,9,0.08490566037735849
AL BARSHA SOUTH SECOND,10,0.10377358490566038
AL BARSHA SOUTH SECOND,11,0.07547169811320754
AL BARSHA SOUTH SECOND,12,0.10377358490566038
AL BARSHA SOUTH SECOND,13,0.10377358490566038
AL BARSHA SOUTH SECOND,14,0.08490566037735849
AL BARSHA SOUTH SECOND,15,0.10377358490566038
AL BARSHA SOUTH SECOND,16,0.0660377358490566
AL BARSHA SOUTH SECOND,17,0.09433962264150944
AL BARSHA SOUTH SECOND,18,0.05660377358490566
AL BARSHA SOUTH SECOND,19,0.0660377358490566
AL BARSHA SOUTH SECOND,20,0.0660377358490566
AL BARSHA SOUTH SECOND,21,0.09433962264150944
AL BARSHA SOUTH SECOND,22,0.07547169811320754
AL BARSHA SOUTH SECOND,23,0.05660377358490566
AL BARSHA SOUTH THIRD,0,0.07236842105263158
AL BARSHA SOUTH THIRD,1,0.05921052631578947
AL BARSHA SOUTH THIRD,2,0.039473684210526314
AL BARSHA SOUTH THIRD,3,0.013157894736842105
AL BARSHA SOUTH THIRD,4,0.013157894736842105
AL BARSHA SOUTH THIRD,5,0.02631578947368421
AL BARSHA SOUTH THIRD,6,0.09210526315789473
AL BARSHA SOUTH THIRD,7,0.05263157894736842
AL BARSHA SOUTH THIRD,8,0.1118421052631579
AL BARSHA SOUTH THIRD,9,0.1118421052631579
AL BARSHA SOUTH THIRD,10,0.11842105263157894
AL BARSHA SOUTH THIRD,11,0.125
AL BARSHA SOUTH THIRD,12,0.13815789473684212
AL BARSHA SOUTH THIRD,13,0.13815789473684212
AL BARSHA SOUTH THIRD,14,0.13157894736842105
AL BARSHA SOUTH THIRD,15,0.10526315789473684
AL BARSHA SOUTH THIRD,16,0.15789473684210525
AL BARSHA SOUTH THIRD,17,0.1118421052631579
AL BARSHA SOUTH THIRD,18,0.1118421052631579
AL BARSHA SOUTH THIRD,19,0.08552631578947369
AL BARSHA SOUTH THIRD,20,0.07236842105263158
AL BARSHA SOUTH THIRD,21,0.08552631578947369
AL BARSHA SOUTH THIRD,22,0.1118421052631579
AL BARSHA SOUTH THIRD,23,0.046052631578947366
AL BARSHA THIRD,0,0.07746478873239436
AL BARSHA THIRD,1,0.028169014084507043
AL BARSHA THIRD,2,0.04929577464788732
AL BARSHA THIRD,3,0.007042253521126761
AL BARSHA THIRD,4,0.04225352112676056
AL BARSHA THIRD,5,0.035211267605633804
AL BARSHA THIRD,6,0.02112676056338028
AL BARSHA THIRD,7,0.06338028169014084
AL BARSHA THIRD,8,0.028169014084507043
AL BARSHA THIRD,9,0.09859154929577464
AL BARSHA THIRD,10,0.07042253521126761
AL BARSHA THIRD,11,0.13380281690140844
AL BARSHA THIRD,12,0.08450704225352113
AL BARSHA THIRD,13,0.15492957746478872
AL BARSHA THIRD,14,0.11267605633802817
AL BARSHA THIRD,15,0.1056338028169014
AL BARSHA THIRD,16,0.18309859154929578
AL BARSHA THIRD,17,0.16901408450704225
AL BARSHA THIRD,18,0.1056338028169014
AL BARSHA THIRD,19,0.04225352112676056
AL BARSHA THIRD,20,0.09154929577464789
AL BARSHA THIRD,21,0.06338028169014084
AL BARSHA THIRD,22,0.1056338028169014
AL BARSHA THIRD,23,0.04225352112676056
AL BUTEEN,7,0.07142857142857142
AL BUTEEN,8,0.07142857142857142
AL BUTEEN,11,0.07142857142857142
AL BUTEEN,12,0.07142857142857142
AL BUTEEN,13,0.07142857142857142
AL BUTEEN,14,0.2857142857142857
AL BUTEEN,15,0.07142857142857142
AL BUTEEN,16,0.07142857142857142
AL BUTEEN,18,0.07142857142857142
AL BUTEEN,21,0.21428571428571427
AL CORNICHE,0,0.06666666666666667
AL CORNICHE,1,0.016666666666666666
AL CORNICHE,2,0.03333333333333333
AL CORNICHE,4,0.016666666666666666
AL CORNICHE,5,0.016666666666666666
AL CORNICHE,7,0.016666666666666666
AL CORNICHE,8,0.03333333333333333
AL CORNICHE,9,0.05
AL CORNICHE,10,0.06666666666666667
AL CORNICHE,11,0.05
AL CORNICHE,12,0.05
AL CORNICHE,13,0.06666666666666667
AL CORNICHE,14,0.11666666666666667
AL CORNICHE,15,0.06666666666666667
AL CORNICHE,16,0.1
AL CORNICHE,17,0.06666666666666667
AL CORNICHE,18,0.11666666666666667
AL CORNICHE,19,0.1
AL CORNICHE,20,0.03333333333333333
AL CORNICHE,21,0.06666666666666667
AL CORNICHE,22,0.06666666666666667
AL CORNICHE,23,0.016666666666666666
AL DAGHAYA,0,0.038461538461538464
AL DAGHAYA,4,0.038461538461538464
AL DAGHAYA,6,0.038461538461538464
AL DAGHAYA,10,0.038461538461538464
AL DAGHAYA,11,0.07692307692307693
AL DAGHAYA,12,0.038461538461538464
AL DAGHAYA,14,0.038461538461538464
AL DAGHAYA,15,0.07692307692307693
AL DAGHAYA,16,0.15384615384615385
AL DAGHAYA,17,0.07692307692307693
AL DAGHAYA,18,0.07692307692307693
AL DAGHAYA,20,0.07692307692307693
AL DAGHAYA,21,0.23076923076923078
AL DAGHAYA,22,0.15384615384615385
AL FAGAA,0,0.10344827586206896
AL FAGAA,1,0.034482758620689655
AL FAGAA,2,0.034482758620689655
AL FAGAA,3,0.10344827586206896
AL FAGAA,4,0.034482758620689655
AL FAGAA,7,0.034482758620689655
AL FAGAA,8,0.034482758620689655
AL FAGAA,9,0.10344827586206896
AL FAGAA,10,0.10344827586206896
AL FAGAA,11,0.06896551724137931
AL FAGAA,12,0.034482758620689655
AL FAGAA,13,0.034482758620689655
AL FAGAA,14,0.06896551724137931
AL FAGAA,15,0.034482758620689655
AL FAGAA,16,0.034482758620689655
AL FAGAA,17,0.034482758620689655
AL FAGAA,18,0.06896551724137931
AL FAGAA,20,0.06896551724137931
AL FAGAA,21,0.034482758620689655
AL FAGAA,23,0.034482758620689655
AL GARHOUD,0,0.07567567567567568
AL GARHOUD,1,0.10810810810810811
AL GARHOUD,2,0.02702702702702703
AL GARHOUD,3,0.032432432432432434
AL GARHOUD,4,0.06486486486486487
AL GARHOUD,5,0.06486486486486487
AL GARHOUD,6,0.12432432432432433
AL GARHOUD,7,0.15675675675675677
AL GARHOUD,8,0.2
AL GARHOUD,9,0.14054054054054055
AL GARHOUD,10,0.07567567567567568
AL GARHOUD,11,0.16216216216216217
AL GARHOUD,12,0.21081081081081082
AL GARHOUD,13,0.23243243243243245
AL GARHOUD,14,0.3081081081081081
AL GARHOUD,15,0.1945945945945946
AL GARHOUD,16,0.2594594594594595
AL GARHOUD,17,0.14054054054054055
AL GARHOUD,18,0.13513513513513514
AL GARHOUD,19,0.1837837837837838
AL GARHOUD,20,0.2
AL GARHOUD,21,0.1891891891891892
AL GARHOUD,22,0.14594594594594595
AL GARHOUD,23,0.06486486486486487
AL HAMRIYA,0,0.012987012987012988
AL HAMRIYA,2,0.012987012987012988
AL HAMRIYA,3,0.012987012987012988
AL HAMRIYA,4,0.012987012987012988
AL HAMRIYA,5,0.03896103896103896
AL HAMRIYA,7,0.06493506493506493
AL HAMRIYA,8,0.05194805194805195
AL HAMRIYA,9,0.05194805194805195
AL HAMRIYA,10,0.09090909090909091
AL HAMRIYA,11,0.09090909090909091
AL HAMRIYA,12,0.09090909090909091
AL HAMRIYA,13,0.07792207792207792
AL HAMRIYA,14,0.07792207792207792
AL HAMRIYA,15,0.025974025974025976
AL HAMRIYA,16,0.07792207792207792
AL HAMRIYA,17,0.1038961038961039
AL HAMRIYA,18,0.07792207792207792
AL HAMRIYA,19,0.07792207792207792
AL HAMRIYA,20,0.09090909090909091
AL HAMRIYA,21,0.05194805194805195
AL HAMRIYA,22,0.09090909090909091
AL HAMRIYA,23,0.03896103896103896
AL HAMRIYA PORT,0,0.023255813953488372
AL HAMRIYA PORT,1,0.046511627906976744
AL HAMRIYA PORT,2,0.046511627906976744
AL HAMRIYA PORT,4,0.023255813953488372
AL HAMRIYA PORT,6,0.023255813953488372
AL HAMRIYA PORT,7,0.046511627906976744
AL HAMRIYA PORT,8,0.023255813953488372
AL HAMRIYA PORT,9,0.09302325581395349
AL HAMRIYA PORT,10,0.09302325581395349
AL HAMRIYA PORT,11,0.09302325581395349
AL HAMRIYA PORT,12,0.09302325581395349
AL HAMRIYA PORT,13,0.06976744186046512
AL HAMRIYA PORT,14,0.023255813953488372
AL HAMRIYA PORT,16,0.046511627906976744
AL HAMRIYA PORT,17,0.09302325581395349
AL HAMRIYA PORT,18,0.023255813953488372
AL HAMRIYA PORT,19,0.023255813953488372
AL HAMRIYA PORT,20,0.046511627906976744
AL HAMRIYA PORT,21,0.13953488372093023
AL HAMRIYA PORT,23,0.046511627906976744
AL HEBIAH FIFTH,1,0.038461538461538464
AL HEBIAH FIFTH,3,0.019230769230769232
AL HEBIAH FIFTH,4,0.019230769230769232
AL HEBIAH FIFTH,6,0.07692307692307693
AL HEBIAH FIFTH,7,0.07692307692307693
AL HEBIAH FIFTH,8,0.038461538461538464
AL HEBIAH FIFTH,9,0.057692307692307696
AL HEBIAH FIFTH,10,0.09615384615384616
AL HEBIAH FIFTH,11,0.07692307692307693
AL HEBIAH FIFTH,12,0.11538461538461539
AL HEBIAH FIFTH,13,0.07692307692307693
AL HEBIAH FIFTH,14,0.1346153846153846
AL HEBIAH FIFTH,15,0.057692307692307696
AL HEBIAH FIFTH,16,0.038461538461538464
AL HEBIAH FIFTH,17,0.11538461538461539
AL HEBIAH FIFTH,18,0.057692307692307696
AL HEBIAH FIFTH,19,0.057692307692307696
AL HEBIAH FIFTH,20,0.1346153846153846
AL HEBIAH FIFTH,21,0.038461538461538464
AL HEBIAH FIFTH,22,0.07692307692307693
AL HEBIAH FIFTH,23,0.019230769230769232
AL HEBIAH FIRST,0,0.031055900621118012
AL HEBIAH FIRST,1,0.043478260869565216
AL HEBIAH FIRST,2,0.024844720496894408
AL HEBIAH FIRST,3,0.037267080745341616
AL HEBIAH FIRST,4,0.012422360248447204
AL HEBIAH FIRST,5,0.018633540372670808
AL HEBIAH FIRST,6,0.062111801242236024
AL HEBIAH FIRST,7,0.09937888198757763
AL HEBIAH FIRST,8,0.14285714285714285
AL HEBIAH FIRST,9,0.10559006211180125
AL HEBIAH FIRST,10,0.08074534161490683
AL HEBIAH FIRST,11,0.14906832298136646
AL HEBIAH FIRST,12,0.14906832298136646
AL HEBIAH FIRST,13,0.10559006211180125
AL HEBIAH FIRST,14,0.16770186335403728
AL HEBIAH FIRST,15,0.18633540372670807
AL HEBIAH FIRST,16,0.13664596273291926
AL HEBIAH FIRST,17,0.13043478260869565
AL HEBIAH FIRST,18,0.13664596273291926
AL HEBIAH FIRST,19,0.08695652173913043
AL HEBIAH FIRST,20,0.13043478260869565
AL HEBIAH FIRST,21,0.08695652173913043
AL HEBIAH FIRST,22,0.09937888198757763
AL HEBIAH FIRST,23,0.062111801242236024
AL HEBIAH FOURTH,0,0.018867924528301886
AL HEBIAH FOURTH,1,0.06289308176100629
AL HEBIAH FOURTH,2,0.0440251572327044
AL HEBIAH FOURTH,3,0.0440251572327044
AL HEBIAH FOURTH,4,0.012578616352201259
AL HEBIAH FOURTH,5,0.050314465408805034
AL HEBIAH FOURTH,6,0.03773584905660377
AL HEBIAH FOURTH,7,0.05660377358490566
AL HEBIAH FOURTH,8,0.08176100628930817
AL HEBIAH FOURTH,9,0.1069182389937107
AL HEBIAH FOURTH,10,0.06289308176100629
AL HEBIAH FOURTH,11,0.13836477987421383
AL HEBIAH FOURTH,12,0.10062893081761007
AL HEBIAH FOURTH,13,0.1069182389937107
AL HEBIAH FOURTH,14,0.20754716981132076
AL HEBIAH FOURTH,15,0.16981132075471697
AL HEBIAH FOURTH,16,0.20754716981132076
AL HEBIAH FOURTH,17,0.16352201257861634
AL HEBIAH FOURTH,18,0.1069182389937107
AL HEBIAH FOURTH,19,0.08176100628930817
AL HEBIAH FOURTH,20,0.06918238993710692
AL HEBIAH FOURTH,21,0.08176100628930817
AL HEBIAH FOURTH,22,0.050314465408805034
AL HEBIAH FOURTH,23,0.05660377358490566
AL HEBIAH SECOND,0,0.011904761904761904
AL HEBIAH SECOND,1,0.023809523809523808
AL HEBIAH SECOND,2,0.011904761904761904
AL HEBIAH SECOND,3,0.03571428571428571
AL HEBIAH SECOND,6,0.023809523809523808
AL HEBIAH SECOND,7,0.03571428571428571
AL HEBIAH SECOND,8,0.07142857142857142
AL HEBIAH SECOND,9,0.047619047619047616
AL HEBIAH SECOND,10,0.05952380952380952
AL HEBIAH SECOND,11,0.08333333333333333
AL HEBIAH SECOND,12,0.05952380952380952
AL HEBIAH SECOND,13,0.11904761904761904
AL HEBIAH SECOND,14,0.14285714285714285
AL HEBIAH SECOND,15,0.05952380952380952
AL HEBIAH SECOND,16,0.08333333333333333
AL HEBIAH SECOND,17,0.07142857142857142
AL HEBIAH SECOND,18,0.047619047619047616
AL HEBIAH SECOND,19,0.09523809523809523
AL HEBIAH SECOND,20,0.047619047619047616
AL HEBIAH SECOND,21,0.07142857142857142
AL HEBIAH SECOND,22,0.03571428571428571
AL HEBIAH SECOND,23,0.011904761904761904
AL HEBIAH SIXTH,0,0.02631578947368421
AL HEBIAH SIXTH,1,0.013157894736842105
AL HEBIAH SIXTH,2,0.013157894736842105
AL HEBIAH SIXTH,3,0.013157894736842105
AL HEBIAH SIXTH,6,0.02631578947368421
AL HEBIAH SIXTH,7,0.039473684210526314
AL HEBIAH SIXTH,8,0.02631578947368421
AL HEBIAH SIXTH,9,0.013157894736842105
AL HEBIAH SIXTH,10,0.10526315789473684
AL HEBIAH SIXTH,11,0.05263157894736842
AL HEBIAH SIXTH,12,0.13157894736842105
AL HEBIAH SIXTH,13,0.06578947368421052
AL HEBIAH SIXTH,14,0.06578947368421052
AL HEBIAH SIXTH,15,0.09210526315789473
AL HEBIAH SIXTH,16,0.09210526315789473
AL HEBIAH SIXTH,17,0.07894736842105263
AL HEBIAH SIXTH,18,0.11842105263157894
AL HEBIAH SIXTH,19,0.02631578947368421
AL HEBIAH SIXTH,20,0.07894736842105263
AL HEBIAH SIXTH,21,0.05263157894736842
AL HEBIAH SIXTH,22,0.039473684210526314
AL HEBIAH SIXTH,23,0.039473684210526314
AL HEBIAH THIRD,0,0.01904761904761905
AL HEBIAH THIRD,1,0.02857142857142857
AL HEBIAH THIRD,3,0.01904761904761905
AL HEBIAH THIRD,4,0.009523809523809525
AL HEBIAH THIRD,6,0.02857142857142857
AL HEBIAH THIRD,7,0.02857142857142857
AL HEBIAH THIRD,8,0.05714285714285714
AL HEBIAH THIRD,9,0.08571428571428572
AL HEBIAH THIRD,10,0.05714285714285714
AL HEBIAH THIRD,11,0.09523809523809523
AL HEBIAH THIRD,12,0.05714285714285714
AL HEBIAH THIRD,13,0.13333333333333333
AL HEBIAH THIRD,14,0.11428571428571428
AL HEBIAH THIRD,15,0.09523809523809523
AL HEBIAH THIRD,16,0.1619047619047619
AL HEBIAH THIRD,17,0.10476190476190476
AL HEBIAH THIRD,18,0.09523809523809523
AL HEBIAH THIRD,19,0.13333333333333333
AL HEBIAH THIRD,20,0.02857142857142857
AL HEBIAH THIRD,21,0.0761904761904762
AL HEBIAH THIRD,22,0.02857142857142857
AL HEBIAH THIRD,23,0.05714285714285714
AL HUDAIBA,0,0.0641025641025641
AL HUDAIBA,1,0.07692307692307693
AL HUDAIBA,2,0.038461538461538464
AL HUDAIBA,4,0.05128205128205128
AL HUDAIBA,5,0.02564102564102564
AL HUDAIBA,6,0.01282051282051282
AL HUDAIBA,7,0.02564102564102564
AL HUDAIBA,8,0.01282051282051282
AL HUDAIBA,9,0.02564102564102564
AL HUDAIBA,10,0.08974358974358974
AL HUDAIBA,11,0.14102564102564102
AL HUDAIBA,12,0.11538461538461539
AL HUDAIBA,13,0.05128205128205128
AL HUDAIBA,14,0.05128205128205128
AL HUDAIBA,15,0.038461538461538464
AL HUDAIBA,16,0.05128205128205128
AL HUDAIBA,17,0.11538461538461539
AL HUDAIBA,18,0.038461538461538464
AL HUDAIBA,19,0.11538461538461539
AL HUDAIBA,20,0.10256410256410256
AL HUDAIBA,21,0.07692307692307693
AL HUDAIBA,22,0.05128205128205128
AL HUDAIBA,23,0.05128205128205128
AL JADAF,0,0.06666666666666667
AL JADAF,1,0.12777777777777777
AL JADAF,2,0.05555555555555555
AL JADAF,3,0.06666666666666667
AL JADAF,4,0.06666666666666667
AL JADAF,5,0.06111111111111111
AL JADAF,6,0.08333333333333333
AL JADAF,7,0.1111111111111111
AL JADAF,8,0.11666666666666667
AL JADAF,9,0.2
AL JADAF,10,0.23333333333333334
AL JADAF,11,0.15
AL JADAF,12,0.19444444444444445
AL JADAF,13,0.2722222222222222
AL JADAF,14,0.2222222222222222
AL JADAF,15,0.24444444444444444
AL JADAF,16,0.19444444444444445
AL JADAF,17,0.18333333333333332
AL JADAF,18,0.17222222222222222
AL JADAF,19,0.2111111111111111
AL JADAF,20,0.20555555555555555
AL JADAF,21,0.16111111111111112
AL JADAF,22,0.16111111111111112
AL JADAF,23,0.1111111111111111
AL JAFILIYA,0,0.0975609756097561
AL JAFILIYA,1,0.0975609756097561
AL JAFILIYA,2,0.06707317073170732
AL JAFILIYA,3,0.06097560975609756
AL JAFILIYA,4,0.04878048780487805
AL JAFILIYA,5,0.036585365853658534
AL JAFILIYA,6,0.07317073170731707
AL JAFILIYA,7,0.13414634146341464
AL JAFILIYA,8,0.09146341463414634
AL JAFILIYA,9,0.08536585365853659
AL JAFILIYA,10,0.0975609756097561
AL JAFILIYA,11,0.12195121951219512
AL JAFILIYA,12,0.12195121951219512
AL JAFILIYA,13,0.09146341463414634
AL JAFILIYA,14,0.1402439024390244
AL JAFILIYA,15,0.08536585365853659
AL JAFILIYA,16,0.10975609756097561
AL JAFILIYA,17,0.06097560975609756
AL JAFILIYA,18,0.09146341463414634
AL JAFILIYA,19,0.06707317073170732
AL JAFILIYA,20,0.18902439024390244
AL JAFILIYA,21,0.14634146341463414
AL JAFILIYA,22,0.18902439024390244
AL JAFILIYA,23,0.12195121951219512
AL KARAMA,0,0.06626506024096386
AL KARAMA,1,0.03614457831325301
AL KARAMA,2,0.012048192771084338
AL KARAMA,3,0.03614457831325301
AL KARAMA,4,0.024096385542168676
AL KARAMA,5,0.03614457831325301
AL KARAMA,6,0.018072289156626505
AL KARAMA,7,0.04819277108433735
AL KARAMA,8,0.09036144578313253
AL KARAMA,9,0.04819277108433735
AL KARAMA,10,0.0783132530120482
AL KARAMA,11,0.10843373493975904
AL KARAMA,12,0.18072289156626506
AL KARAMA,13,0.12048192771084337
AL KARAMA,14,0.1566265060240964
AL KARAMA,15,0.14457831325301204
AL KARAMA,16,0.10843373493975904
AL KARAMA,17,0.1566265060240964
AL KARAMA,18,0.14457831325301204
AL KARAMA,19,0.12048192771084337
AL KARAMA,20,0.1144578313253012
AL KARAMA,21,0.12048192771084337
AL KARAMA,22,0.18674698795180722
AL KARAMA,23,0.1144578313253012
AL KHABAISI,0,0.04964539007092199
AL KHABAISI,1,0.05673758865248227
AL KHABAISI,2,0.05673758865248227
AL KHABAISI,3,0.014184397163120567
AL KHABAISI,4,0.03546099290780142
AL KHABAISI,5,0.0070921985815602835
AL KHABAISI,6,0.06382978723404255
AL KHABAISI,7,0.0851063829787234
AL KHABAISI,8,0.07801418439716312
AL KHABAISI,9,0.0851063829787234
AL KHABAISI,10,0.09219858156028368
AL KHABAISI,11,0.09929078014184398
AL KHABAISI,12,0.09929078014184398
AL KHABAISI,13,0.07801418439716312
AL KHABAISI,14,0.11347517730496454
AL KHABAISI,15,0.09929078014184398
AL KHABAISI,16,0.14893617021276595
AL KHABAISI,17,0.11347517730496454
AL KHABAISI,18,0.0425531914893617
AL KHABAISI,19,0.07092198581560284
AL KHABAISI,20,0.06382978723404255
AL KHABAISI,21,0.0851063829787234
AL KHABAISI,22,0.0851063829787234
AL KHABAISI,23,0.06382978723404255
AL KHEERAN,0,0.07692307692307693
AL KHEERAN,1,0.04487179487179487
AL KHEERAN,2,0.02564102564102564
