Community,week_index,week_start,Accident_Count
NAKHLAT JUMEIRA,27,2024-09-04,1
NAKHLAT JUMEIRA,28,2024-09-11,6
NAKHLAT JUMEIRA,29,2024-09-18,24
NAKHLAT JUMEIRA,30,2024-09-25,0
NAZWAH,1,2024-03-06,1
NAZWAH,2,2024-03-13,1
NAZWAH,3,2024-03-20,0
NAZWAH,4,2024-03-27,0
NAZWAH,5,2024-04-03,0
NAZWAH,6,2024-04-10,0
NAZWAH,7,2024-04-17,0
NAZWAH,8,2024-04-24,0
NAZWAH,9,2024-05-01,0
NAZWAH,10,2024-05-08,0
NAZWAH,11,2024-05-15,0
NAZWAH,12,2024-05-22,0
NAZWAH,13,2024-05-29,0
NAZWAH,14,2024-06-05,0
NAZWAH,15,2024-06-12,0
NAZWAH,16,2024-06-19,0
NAZWAH,17,2024-06-26,0
NAZWAH,18,2024-07-03,1
NAZWAH,19,2024-07-10,0
NAZWAH,20,2024-07-17,0
NAZWAH,21,2024-07-24,1
NAZWAH,22,2024-07-31,0
NAZWAH,23,2024-08-07,1
NAZWAH,24,2024-08-14,1
NAZWAH,25,2024-08-21,2
NAZWAH,26,2024-08-28,1
NAZWAH,27,2024-09-04,0
NAZWAH,28,2024-09-11,1
NAZWAH,29,2024-09-18,1
NAZWAH,30,2024-09-25,0
OUD AL MUTEENA FIRST,1,2024-03-06,7
OUD AL MUTEENA FIRST,2,2024-03-13,6
OUD AL MUTEENA FIRST,3,2024-03-20,6
OUD AL MUTEENA FIRST,4,2024-03-27,1
OUD AL MUTEENA FIRST,5,2024-04-03,1
OUD AL MUTEENA FIRST,6,2024-04-10,8
OUD AL MUTEENA FIRST,7,2024-04-17,0
OUD AL MUTEENA FIRST,8,2024-04-24,0
OUD AL MUTEENA FIRST,9,2024-05-01,0
OUD AL MUTEENA FIRST,10,2024-05-08,0
OUD AL MUTEENA FIRST,11,2024-05-15,0
OUD AL MUTEENA FIRST,12,2024-05-22,0
OUD AL MUTEENA FIRST,13,2024-05-29,0
OUD AL MUTEENA FIRST,14,2024-06-05,1
OUD AL MUTEENA FIRST,15,2024-06-12,5
OUD AL MUTEENA FIRST,16,2024-06-19,4
OUD AL MUTEENA FIRST,17,2024-06-26,7
OUD AL MUTEENA FIRST,18,2024-07-03,6
OUD AL MUTEENA FIRST,19,2024-07-10,12
OUD AL MUTEENA FIRST,20,2024-07-17,5
OUD AL MUTEENA FIRST,21,2024-07-24,4
OUD AL MUTEENA FIRST,22,2024-07-31,8
OUD AL MUTEENA FIRST,23,2024-08-07,3
OUD AL MUTEENA FIRST,24,2024-08-14,6
OUD AL MUTEENA FIRST,25,2024-08-21,6
OUD AL MUTEENA FIRST,26,2024-08-28,6
OUD AL MUTEENA FIRST,27,2024-09-04,3
OUD AL MUTEENA FIRST,28,2024-09-11,7
OUD AL MUTEENA FIRST,29,2024-09-18,8
OUD AL MUTEENA FIRST,30,2024-09-25,0
OUD AL MUTEENA SECOND,1,2024-03-06,4
OUD AL MUTEENA SECOND,2,2024-03-13,5
OUD AL MUTEENA SECOND,3,2024-03-20,0
OUD AL MUTEENA SECOND,4,2024-03-27,2
OUD AL MUTEENA SECOND,5,2024-04-03,7
OUD AL MUTEENA SECOND,6,2024-04-10,0
OUD AL MUTEENA SECOND,7,2024-04-17,0
OUD AL MUTEENA SECOND,8,2024-04-24,0
OUD AL MUTEENA SECOND,9,2024-05-01,0
OUD AL MUTEENA SECOND,10,2024-05-08,0
OUD AL MUTEENA SECOND,11,2024-05-15,0
OUD AL MUTEENA SECOND,12,2024-05-22,0
OUD AL MUTEENA SECOND,13,2024-05-29,0
OUD AL MUTEENA SECOND,14,2024-06-05,0
OUD AL MUTEENA SECOND,15,2024-06-12,1
OUD AL MUTEENA SECOND,16,2024-06-19,1
OUD AL MUTEENA SECOND,17,2024-06-26,3
OUD AL MUTEENA SECOND,18,2024-07-03,2
OUD AL MUTEENA SECOND,19,2024-07-10,0
OUD AL MUTEENA SECOND,20,2024-07-17,0
OUD AL MUTEENA SECOND,21,2024-07-24,0
OUD AL MUTEENA SECOND,22,2024-07-31,1
OUD AL MUTEENA SECOND,23,2024-08-07,0
OUD AL MUTEENA SECOND,24,2024-08-14,0
OUD AL MUTEENA SECOND,25,2024-08-21,1
OUD AL MUTEENA SECOND,26,2024-08-28,1
OUD AL MUTEENA SECOND,27,2024-09-04,0
OUD AL MUTEENA SECOND,28,2024-09-11,0
OUD AL MUTEENA SECOND,29,2024-09-18,1
OUD AL MUTEENA SECOND,30,2024-09-25,0
OUD AL MUTEENA THIRD,1,2024-03-06,3
OUD AL MUTEENA THIRD,2,2024-03-13,1
OUD AL MUTEENA THIRD,3,2024-03-20,3
OUD AL MUTEENA THIRD,4,2024-03-27,1
OUD AL MUTEENA THIRD,5,2024-04-03,2
OUD AL MUTEENA THIRD,6,2024-04-10,3
OUD AL MUTEENA THIRD,7,2024-04-17,0
OUD AL MUTEENA THIRD,8,2024-04-24,0
OUD AL MUTEENA THIRD,9,2024-05-01,0
OUD AL MUTEENA THIRD,10,2024-05-08,0
OUD AL MUTEENA THIRD,11,2024-05-15,0
OUD AL MUTEENA THIRD,12,2024-05-22,0
OUD AL MUTEENA THIRD,13,2024-05-29,0
OUD AL MUTEENA THIRD,14,2024-06-05,0
OUD AL MUTEENA THIRD,15,2024-06-12,1
OUD AL MUTEENA THIRD,16,2024-06-19,1
OUD AL MUTEENA THIRD,17,2024-06-26,1
OUD AL MUTEENA THIRD,18,2024-07-03,0
OUD AL MUTEENA THIRD,19,2024-07-10,3
OUD AL MUTEENA THIRD,20,2024-07-17,0
OUD AL MUTEENA THIRD,21,2024-07-24,1
OUD AL MUTEENA THIRD,22,2024-07-31,1
OUD AL MUTEENA THIRD,23,2024-08-07,0
OUD AL MUTEENA THIRD,24,2024-08-14,1
OUD AL MUTEENA THIRD,25,2024-08-21,4
OUD AL MUTEENA THIRD,26,2024-08-28,1
OUD AL MUTEENA THIRD,27,2024-09-04,0
OUD AL MUTEENA THIRD,28,2024-09-11,0
OUD AL MUTEENA THIRD,29,2024-09-18,6
OUD AL MUTEENA THIRD,30,2024-09-25,0
OUD METHA,1,2024-03-06,8
OUD METHA,2,2024-03-13,8
OUD METHA,3,2024-03-20,7
OUD METHA,4,2024-03-27,5
OUD METHA,5,2024-04-03,5
OUD METHA,6,2024-04-10,6
OUD METHA,7,2024-04-17,3
OUD METHA,8,2024-04-24,0
OUD METHA,9,2024-05-01,0
OUD METHA,10,2024-05-08,0
OUD METHA,11,2024-05-15,0
OUD METHA,12,2024-05-22,0
OUD METHA,13,2024-05-29,0
OUD METHA,14,2024-06-05,1
OUD METHA,15,2024-06-12,5
OUD METHA,16,2024-06-19,9
OUD METHA,17,2024-06-26,8
OUD METHA,18,2024-07-03,10
OUD METHA,19,2024-07-10,8
OUD METHA,20,2024-07-17,6
OUD METHA,21,2024-07-24,8
OUD METHA,22,2024-07-31,9
OUD METHA,23,2024-08-07,7
OUD METHA,24,2024-08-14,3
OUD METHA,25,2024-08-21,5
OUD METHA,26,2024-08-28,6
OUD METHA,27,2024-09-04,0
OUD METHA,28,2024-09-11,8
OUD METHA,29,2024-09-18,13
OUD METHA,30,2024-09-25,0
PORT SAEED,1,2024-03-06,28
PORT SAEED,2,2024-03-13,18
PORT SAEED,3,2024-03-20,17
PORT SAEED,4,2024-03-27,11
PORT SAEED,5,2024-04-03,16
PORT SAEED,6,2024-04-10,28
PORT SAEED,7,2024-04-17,6
PORT SAEED,8,2024-04-24,0
PORT SAEED,9,2024-05-01,0
PORT SAEED,10,2024-05-08,0
PORT SAEED,11,2024-05-15,0
PORT SAEED,12,2024-05-22,0
PORT SAEED,13,2024-05-29,0
PORT SAEED,14,2024-06-05,1
PORT SAEED,15,2024-06-12,20
PORT SAEED,16,2024-06-19,20
PORT SAEED,17,2024-06-26,22
PORT SAEED,18,2024-07-03,24
PORT SAEED,19,2024-07-10,28
PORT SAEED,20,2024-07-17,13
PORT SAEED,21,2024-07-24,18
PORT SAEED,22,2024-07-31,30
PORT SAEED,23,2024-08-07,21
PORT SAEED,24,2024-08-14,25
PORT SAEED,25,2024-08-21,30
PORT SAEED,26,2024-08-28,25
PORT SAEED,27,2024-09-04,3
PORT SAEED,28,2024-09-11,12
PORT SAEED,29,2024-09-18,37
PORT SAEED,30,2024-09-25,2
RAS AL KHOR,1,2024-03-06,3
RAS AL KHOR,2,2024-03-13,5
RAS AL KHOR,3,2024-03-20,2
RAS AL KHOR,4,2024-03-27,3
RAS AL KHOR,5,2024-04-03,3
RAS AL KHOR,6,2024-04-10,5
RAS AL KHOR,7,2024-04-17,0
RAS AL KHOR,8,2024-04-24,0
RAS AL KHOR,9,2024-05-01,0
RAS AL KHOR,10,2024-05-08,0
RAS AL KHOR,11,2024-05-15,0
RAS AL KHOR,12,2024-05-22,0
RAS AL KHOR,13,2024-05-29,0
RAS AL KHOR,14,2024-06-05,0
RAS AL KHOR,15,2024-06-12,3
RAS AL KHOR,16,2024-06-19,2
RAS AL KHOR,17,2024-06-26,3
RAS AL KHOR,18,2024-07-03,1
RAS AL KHOR,19,2024-07-10,5
RAS AL KHOR,20,2024-07-17,2
RAS AL KHOR,21,2024-07-24,2
RAS AL KHOR,22,2024-07-31,5
RAS AL KHOR,23,2024-08-07,2
RAS AL KHOR,24,2024-08-14,3
RAS AL KHOR,25,2024-08-21,0
RAS AL KHOR,26,2024-08-28,4
RAS AL KHOR,27,2024-09-04,3
RAS AL KHOR,28,2024-09-11,1
RAS AL KHOR,29,2024-09-18,6
RAS AL KHOR,30,2024-09-25,1
RAS AL KHOR IND. FIRST,1,2024-03-06,1
RAS AL KHOR IND. FIRST,2,2024-03-13,5
RAS AL KHOR IND. FIRST,3,2024-03-20,4
RAS AL KHOR IND. FIRST,4,2024-03-27,9
RAS AL KHOR IND. FIRST,5,2024-04-03,10
RAS AL KHOR IND. FIRST,6,2024-04-10,2
RAS AL KHOR IND. FIRST,7,2024-04-17,1
RAS AL KHOR IND. FIRST,8,2024-04-24,0
RAS AL KHOR IND. FIRST,9,2024-05-01,0
RAS AL KHOR IND. FIRST,10,2024-05-08,0
RAS AL KHOR IND. FIRST,11,2024-05-15,0
RAS AL KHOR IND. FIRST,12,2024-05-22,0
RAS AL KHOR IND. FIRST,13,2024-05-29,0
RAS AL KHOR IND. FIRST,14,2024-06-05,2
RAS AL KHOR IND. FIRST,15,2024-06-12,6
RAS AL KHOR IND. FIRST,16,2024-06-19,8
RAS AL KHOR IND. FIRST,17,2024-06-26,10
RAS AL KHOR IND. FIRST,18,2024-07-03,5
RAS AL KHOR IND. FIRST,19,2024-07-10,12
RAS AL KHOR IND. FIRST,20,2024-07-17,7
RAS AL KHOR IND. FIRST,21,2024-07-24,6
RAS AL KHOR IND. FIRST,22,2024-07-31,9
RAS AL KHOR IND. FIRST,23,2024-08-07,9
RAS AL KHOR IND. FIRST,24,2024-08-14,5
RAS AL KHOR IND. FIRST,25,2024-08-21,9
RAS AL KHOR IND. FIRST,26,2024-08-28,12
RAS AL KHOR IND. FIRST,27,2024-09-04,2
RAS AL KHOR IND. FIRST,28,2024-09-11,8
RAS AL KHOR IND. FIRST,29,2024-09-18,8
RAS AL KHOR IND. FIRST,30,2024-09-25,1
RAS AL KHOR IND. SECOND,1,2024-03-06,20
RAS AL KHOR IND. SECOND,2,2024-03-13,18
RAS AL KHOR IND. SECOND,3,2024-03-20,9
RAS AL KHOR IND. SECOND,4,2024-03-27,19
RAS AL KHOR IND. SECOND,5,2024-04-03,11
RAS AL KHOR IND. SECOND,6,2024-04-10,8
RAS AL KHOR IND. SECOND,7,2024-04-17,3
RAS AL KHOR IND. SECOND,8,2024-04-24,0
RAS AL KHOR IND. SECOND,9,2024-05-01,0
RAS AL KHOR IND. SECOND,10,2024-05-08,0
RAS AL KHOR IND. SECOND,11,2024-05-15,0
RAS AL KHOR IND. SECOND,12,2024-05-22,0
RAS AL KHOR IND. SECOND,13,2024-05-29,0
RAS AL KHOR IND. SECOND,14,2024-06-05,1
RAS AL KHOR IND. SECOND,15,2024-06-12,14
RAS AL KHOR IND. SECOND,16,2024-06-19,27
RAS AL KHOR IND. SECOND,17,2024-06-26,10
RAS AL KHOR IND. SECOND,18,2024-07-03,16
RAS AL KHOR IND. SECOND,19,2024-07-10,19
RAS AL KHOR IND. SECOND,20,2024-07-17,25
RAS AL KHOR IND. SECOND,21,2024-07-24,29
RAS AL KHOR IND. SECOND,22,2024-07-31,28
RAS AL KHOR IND. SECOND,23,2024-08-07,26
RAS AL KHOR IND. SECOND,24,2024-08-14,11
RAS AL KHOR IND. SECOND,25,2024-08-21,17
RAS AL KHOR IND. SECOND,26,2024-08-28,21
RAS AL KHOR IND. SECOND,27,2024-09-04,2
RAS AL KHOR IND. SECOND,28,2024-09-11,8
RAS AL KHOR IND. SECOND,29,2024-09-18,11
RAS AL KHOR IND. SECOND,30,2024-09-25,0
RAS AL KHOR IND. THIRD,1,2024-03-06,22
RAS AL KHOR IND. THIRD,2,2024-03-13,23
RAS AL KHOR IND. THIRD,3,2024-03-20,27
RAS AL KHOR IND. THIRD,4,2024-03-27,29
RAS AL KHOR IND. THIRD,5,2024-04-03,21
RAS AL KHOR IND. THIRD,6,2024-04-10,15
RAS AL KHOR IND. THIRD,7,2024-04-17,0
RAS AL KHOR IND. THIRD,8,2024-04-24,0
RAS AL KHOR IND. THIRD,9,2024-05-01,0
RAS AL KHOR IND. THIRD,10,2024-05-08,0
RAS AL KHOR IND. THIRD,11,2024-05-15,0
RAS AL KHOR IND. THIRD,12,2024-05-22,0
RAS AL KHOR IND. THIRD,13,2024-05-29,0
RAS AL KHOR IND. THIRD,14,2024-06-05,8
RAS AL KHOR IND. THIRD,15,2024-06-12,26
RAS AL KHOR IND. THIRD,16,2024-06-19,20
RAS AL KHOR IND. THIRD,17,2024-06-26,26
RAS AL KHOR IND. THIRD,18,2024-07-03,17
RAS AL KHOR IND. THIRD,19,2024-07-10,23
RAS AL KHOR IND. THIRD,20,2024-07-17,18
RAS AL KHOR IND. THIRD,21,2024-07-24,19
RAS AL KHOR IND. THIRD,22,2024-07-31,22
RAS AL KHOR IND. THIRD,23,2024-08-07,23
RAS AL KHOR IND. THIRD,24,2024-08-14,20
RAS AL KHOR IND. THIRD,25,2024-08-21,16
RAS AL KHOR IND. THIRD,26,2024-08-28,16
RAS AL KHOR IND. THIRD,27,2024-09-04,3
RAS AL KHOR IND. THIRD,28,2024-09-11,6
RAS AL KHOR IND. THIRD,29,2024-09-18,31
RAS AL KHOR IND. THIRD,30,2024-09-25,2
REMAH,1,2024-03-06,0
REMAH,2,2024-03-13,0
REMAH,3,2024-03-20,0
REMAH,4,2024-03-27,0
REMAH,5,2024-04-03,0
REMAH,6,2024-04-10,0
REMAH,7,2024-04-17,0
REMAH,8,2024-04-24,0
REMAH,9,2024-05-01,0
REMAH,10,2024-05-08,0
REMAH,11,2024-05-15,0
REMAH,12,2024-05-22,0
REMAH,13,2024-05-29,0
REMAH,14,2024-06-05,0
REMAH,15,2024-06-12,0
REMAH,16,2024-06-19,0
REMAH,17,2024-06-26,0
REMAH,18,2024-07-03,0
REMAH,19,2024-07-10,0
REMAH,20,2024-07-17,0
REMAH,21,2024-07-24,0
REMAH,22,2024-07-31,0
REMAH,23,2024-08-07,0
REMAH,24,2024-08-14,0
REMAH,25,2024-08-21,0
REMAH,26,2024-08-28,1
REMAH,27,2024-09-04,0
REMAH,28,2024-09-11,0
REMAH,29,2024-09-18,0
REMAH,30,2024-09-25,0
RIGGAT AL BUTEEN,1,2024-03-06,3
RIGGAT AL BUTEEN,2,2024-03-13,4
RIGGAT AL BUTEEN,3,2024-03-20,3
RIGGAT AL BUTEEN,4,2024-03-27,4
RIGGAT AL BUTEEN,5,2024-04-03,2
RIGGAT AL BUTEEN,6,2024-04-10,8
RIGGAT AL BUTEEN,7,2024-04-17,0
RIGGAT AL BUTEEN,8,2024-04-24,0
RIGGAT AL BUTEEN,9,2024-05-01,0
RIGGAT AL BUTEEN,10,2024-05-08,0
RIGGAT AL BUTEEN,11,2024-05-15,0
RIGGAT AL BUTEEN,12,2024-05-22,0
RIGGAT AL BUTEEN,13,2024-05-29,0
RIGGAT AL BUTEEN,14,2024-06-05,0
RIGGAT AL BUTEEN,15,2024-06-12,6
RIGGAT AL BUTEEN,16,2024-06-19,4
RIGGAT AL BUTEEN,17,2024-06-26,1
RIGGAT AL BUTEEN,18,2024-07-03,2
RIGGAT AL BUTEEN,19,2024-07-10,4
RIGGAT AL BUTEEN,20,2024-07-17,8
RIGGAT AL BUTEEN,21,2024-07-24,8
RIGGAT AL BUTEEN,22,2024-07-31,11
RIGGAT AL BUTEEN,23,2024-08-07,3
RIGGAT AL BUTEEN,24,2024-08-14,8
RIGGAT AL BUTEEN,25,2024-08-21,10
RIGGAT AL BUTEEN,26,2024-08-28,12
RIGGAT AL BUTEEN,27,2024-09-04,0
RIGGAT AL BUTEEN,28,2024-09-11,6
RIGGAT AL BUTEEN,29,2024-09-18,6
RIGGAT AL BUTEEN,30,2024-09-25,0
SAIH AL DAHAL,1,2024-03-06,1
SAIH AL DAHAL,2,2024-03-13,0
SAIH AL DAHAL,3,2024-03-20,2
SAIH AL DAHAL,4,2024-03-27,2
SAIH AL DAHAL,5,2024-04-03,0
SAIH AL DAHAL,6,2024-04-10,0
SAIH AL DAHAL,7,2024-04-17,0
SAIH AL DAHAL,8,2024-04-24,0
SAIH AL DAHAL,9,2024-05-01,0
SAIH AL DAHAL,10,2024-05-08,0
SAIH AL DAHAL,11,2024-05-15,0
SAIH AL DAHAL,12,2024-05-22,0
SAIH AL DAHAL,13,2024-05-29,0
SAIH AL DAHAL,14,2024-06-05,0
SAIH AL DAHAL,15,2024-06-12,0
SAIH AL DAHAL,16,2024-06-19,0
SAIH AL DAHAL,17,2024-06-26,0
SAIH AL DAHAL,18,2024-07-03,0
SAIH AL DAHAL,19,2024-07-10,0
SAIH AL DAHAL,20,2024-07-17,2
SAIH AL DAHAL,21,2024-07-24,1
SAIH AL DAHAL,22,2024-07-31,1
SAIH AL DAHAL,23,2024-08-07,0
SAIH AL DAHAL,24,2024-08-14,0
SAIH AL DAHAL,25,2024-08-21,1
SAIH AL DAHAL,26,2024-08-28,1
SAIH AL DAHAL,27,2024-09-04,0
SAIH AL DAHAL,28,2024-09-11,0
SAIH AL DAHAL,29,2024-09-18,0
SAIH AL DAHAL,30,2024-09-25,0
SAIH AL SALAM,1,2024-03-06,2
SAIH AL SALAM,2,2024-03-13,1
SAIH AL SALAM,3,2024-03-20,1
SAIH AL SALAM,4,2024-03-27,1
SAIH AL SALAM,5,2024-04-03,4
SAIH AL SALAM,6,2024-04-10,2
SAIH AL SALAM,7,2024-04-17,0
SAIH AL SALAM,8,2024-04-24,0
SAIH AL SALAM,9,2024-05-01,0
SAIH AL SALAM,10,2024-05-08,0
SAIH AL SALAM,11,2024-05-15,0
SAIH AL SALAM,12,2024-05-22,0
SAIH AL SALAM,13,2024-05-29,0
SAIH AL SALAM,14,2024-06-05,1
SAIH AL SALAM,15,2024-06-12,1
SAIH AL SALAM,16,2024-06-19,0
SAIH AL SALAM,17,2024-06-26,0
SAIH AL SALAM,18,2024-07-03,0
SAIH AL SALAM,19,2024-07-10,0
SAIH AL SALAM,20,2024-07-17,0
SAIH AL SALAM,21,2024-07-24,1
SAIH AL SALAM,22,2024-07-31,2
SAIH AL SALAM,23,2024-08-07,1
SAIH AL SALAM,24,2024-08-14,0
SAIH AL SALAM,25,2024-08-21,2
SAIH AL SALAM,26,2024-08-28,0
SAIH AL SALAM,27,2024-09-04,0
SAIH AL SALAM,28,2024-09-11,0
SAIH AL SALAM,29,2024-09-18,0
SAIH AL SALAM,30,2024-09-25,0
SAIH SHUAIB 1,1,2024-03-06,10
SAIH SHUAIB 1,2,2024-03-13,5
SAIH SHUAIB 1,3,2024-03-20,4
SAIH SHUAIB 1,4,2024-03-27,2
SAIH SHUAIB 1,5,2024-04-03,9
SAIH SHUAIB 1,6,2024-04-10,8
SAIH SHUAIB 1,7,2024-04-17,0
SAIH SHUAIB 1,8,2024-04-24,0
SAIH SHUAIB 1,9,2024-05-01,0
SAIH SHUAIB 1,10,2024-05-08,0
SAIH SHUAIB 1,11,2024-05-15,0
SAIH SHUAIB 1,12,2024-05-22,0
SAIH SHUAIB 1,13,2024-05-29,0
SAIH SHUAIB 1,14,2024-06-05,2
SAIH SHUAIB 1,15,2024-06-12,2
SAIH SHUAIB 1,16,2024-06-19,3
SAIH SHUAIB 1,17,2024-06-26,3
SAIH SHUAIB 1,18,2024-07-03,4
SAIH SHUAIB 1,19,2024-07-10,3
SAIH SHUAIB 1,20,2024-07-17,2
SAIH SHUAIB 1,21,2024-07-24,6
SAIH SHUAIB 1,22,2024-07-31,1
SAIH SHUAIB 1,23,2024-08-07,5
SAIH SHUAIB 1,24,2024-08-14,3
SAIH SHUAIB 1,25,2024-08-21,2
SAIH SHUAIB 1,26,2024-08-28,5
SAIH SHUAIB 1,27,2024-09-04,2
SAIH SHUAIB 1,28,2024-09-11,4
SAIH SHUAIB 1,29,2024-09-18,4
SAIH SHUAIB 1,30,2024-09-25,0
SAIH SHUAIB 2,1,2024-03-06,6
SAIH SHUAIB 2,2,2024-03-13,2
SAIH SHUAIB 2,3,2024-03-20,2
SAIH SHUAIB 2,4,2024-03-27,4
SAIH SHUAIB 2,5,2024-04-03,2
SAIH SHUAIB 2,6,2024-04-10,4
SAIH SHUAIB 2,7,2024-04-17,0
SAIH SHUAIB 2,8,2024-04-24,0
SAIH SHUAIB 2,9,2024-05-01,0
SAIH SHUAIB 2,10,2024-05-08,0
SAIH SHUAIB 2,11,2024-05-15,0
SAIH SHUAIB 2,12,2024-05-22,0
SAIH SHUAIB 2,13,2024-05-29,0
SAIH SHUAIB 2,14,2024-06-05,0
SAIH SHUAIB 2,15,2024-06-12,1
SAIH SHUAIB 2,16,2024-06-19,3
SAIH SHUAIB 2,17,2024-06-26,4
SAIH SHUAIB 2,18,2024-07-03,5
SAIH SHUAIB 2,19,2024-07-10,2
SAIH SHUAIB 2,20,2024-07-17,3
SAIH SHUAIB 2,21,2024-07-24,6
SAIH SHUAIB 2,22,2024-07-31,8
SAIH SHUAIB 2,23,2024-08-07,6
SAIH SHUAIB 2,24,2024-08-14,5
SAIH SHUAIB 2,25,2024-08-21,4
SAIH SHUAIB 2,26,2024-08-28,5
SAIH SHUAIB 2,27,2024-09-04,0
SAIH SHUAIB 2,28,2024-09-11,4
SAIH SHUAIB 2,29,2024-09-18,2
SAIH SHUAIB 2,30,2024-09-25,3
SAIH SHUAIB 3,1,2024-03-06,4
SAIH SHUAIB 3,2,2024-03-13,4
SAIH SHUAIB 3,3,2024-03-20,2
SAIH SHUAIB 3,4,2024-03-27,5
SAIH SHUAIB 3,5,2024-04-03,2
SAIH SHUAIB 3,6,2024-04-10,0
SAIH SHUAIB 3,7,2024-04-17,0
SAIH SHUAIB 3,8,2024-04-24,0
SAIH SHUAIB 3,9,2024-05-01,0
SAIH SHUAIB 3,10,2024-05-08,0
SAIH SHUAIB 3,11,2024-05-15,0
SAIH SHUAIB 3,12,2024-05-22,0
SAIH SHUAIB 3,13,2024-05-29,0
SAIH SHUAIB 3,14,2024-06-05,0
SAIH SHUAIB 3,15,2024-06-12,0
SAIH SHUAIB 3,16,2024-06-19,2
SAIH SHUAIB 3,17,2024-06-26,4
SAIH SHUAIB 3,18,2024-07-03,2
SAIH SHUAIB 3,19,2024-07-10,1
SAIH SHUAIB 3,20,2024-07-17,5
SAIH SHUAIB 3,21,2024-07-24,4
SAIH SHUAIB 3,22,2024-07-31,4
SAIH SHUAIB 3,23,2024-08-07,1
SAIH SHUAIB 3,24,2024-08-14,2
SAIH SHUAIB 3,25,2024-08-21,4
SAIH SHUAIB 3,26,2024-08-28,2
SAIH SHUAIB 3,27,2024-09-04,0
SAIH SHUAIB 3,28,2024-09-11,1
SAIH SHUAIB 3,29,2024-09-18,3
SAIH SHUAIB 3,30,2024-09-25,1
SAIH SHUAIB 4,1,2024-03-06,1
SAIH SHUAIB 4,2,2024-03-13,1
SAIH SHUAIB 4,3,2024-03-20,0
SAIH SHUAIB 4,4,2024-03-27,3
SAIH SHUAIB 4,5,2024-04-03,2
SAIH SHUAIB 4,6,2024-04-10,0
SAIH SHUAIB 4,7,2024-04-17,0
SAIH SHUAIB 4,8,2024-04-24,0
SAIH SHUAIB 4,9,2024-05-01,0
SAIH SHUAIB 4,10,2024-05-08,0
SAIH SHUAIB 4,11,2024-05-15,0
SAIH SHUAIB 4,12,2024-05-22,0
SAIH SHUAIB 4,13,2024-05-29,0
SAIH SHUAIB 4,14,2024-06-05,1
SAIH SHUAIB 4,15,2024-06-12,4
SAIH SHUAIB 4,16,2024-06-19,1
SAIH SHUAIB 4,17,2024-06-26,1
SAIH SHUAIB 4,18,2024-07-03,3
SAIH SHUAIB 4,19,2024-07-10,2
SAIH SHUAIB 4,20,2024-07-17,2
SAIH SHUAIB 4,21,2024-07-24,3
SAIH SHUAIB 4,22,2024-07-31,3
SAIH SHUAIB 4,23,2024-08-07,0
SAIH SHUAIB 4,24,2024-08-14,0
SAIH SHUAIB 4,25,2024-08-21,1
SAIH SHUAIB 4,26,2024-08-28,0
SAIH SHUAIB 4,27,2024-09-04,1
SAIH SHUAIB 4,28,2024-09-11,2
SAIH SHUAIB 4,29,2024-09-18,4
SAIH SHUAIB 4,30,2024-09-25,0
TRADE CENTER FIRST,1,2024-03-06,9
TRADE CENTER FIRST,2,2024-03-13,16
TRADE CENTER FIRST,3,2024-03-20,10
TRADE CENTER FIRST,4,2024-03-27,9
TRADE CENTER FIRST,5,2024-04-03,12
TRADE CENTER FIRST,6,2024-04-10,13
TRADE CENTER FIRST,7,2024-04-17,1
TRADE CENTER FIRST,8,2024-04-24,0
TRADE CENTER FIRST,9,2024-05-01,0
TRADE CENTER FIRST,10,2024-05-08,0
TRADE CENTER FIRST,11,2024-05-15,0
TRADE CENTER FIRST,12,2024-05-22,0
TRADE CENTER FIRST,13,2024-05-29,0
TRADE CENTER FIRST,14,2024-06-05,3
TRADE CENTER FIRST,15,2024-06-12,12
TRADE CENTER FIRST,16,2024-06-19,17
TRADE CENTER FIRST,17,2024-06-26,11
TRADE CENTER FIRST,18,2024-07-03,18
TRADE CENTER FIRST,19,2024-07-10,17
TRADE CENTER FIRST,20,2024-07-17,24
TRADE CENTER FIRST,21,2024-07-24,18
TRADE CENTER FIRST,22,2024-07-31,18
TRADE CENTER FIRST,23,2024-08-07,13
TRADE CENTER FIRST,24,2024-08-14,16
TRADE CENTER FIRST,25,2024-08-21,17
TRADE CENTER FIRST,26,2024-08-28,20
TRADE CENTER FIRST,27,2024-09-04,6
TRADE CENTER FIRST,28,2024-09-11,15
TRADE CENTER FIRST,29,2024-09-18,21
TRADE CENTER FIRST,30,2024-09-25,4
TRADE CENTER SECOND,1,2024-03-06,15
TRADE CENTER SECOND,2,2024-03-13,14
TRADE CENTER SECOND,3,2024-03-20,19
TRADE CENTER SECOND,4,2024-03-27,17
TRADE CENTER SECOND,5,2024-04-03,13
TRADE CENTER SECOND,6,2024-04-10,14
TRADE CENTER SECOND,7,2024-04-17,2
TRADE CENTER SECOND,8,2024-04-24,0
TRADE CENTER SECOND,9,2024-05-01,0
TRADE CENTER SECOND,10,2024-05-08,0
TRADE CENTER SECOND,11,2024-05-15,0
TRADE CENTER SECOND,12,2024-05-22,0
TRADE CENTER SECOND,13,2024-05-29,0
TRADE CENTER SECOND,14,2024-06-05,1
TRADE CENTER SECOND,15,2024-06-12,17
TRADE CENTER SECOND,16,2024-06-19,21
TRADE CENTER SECOND,17,2024-06-26,18
TRADE CENTER SECOND,18,2024-07-03,13
