Community,week_index,week_start,Accident_Count
AL NAHDA SECOND,16,2024-06-19,7
AL NAHDA SECOND,17,2024-06-26,12
AL NAHDA SECOND,18,2024-07-03,12
AL NAHDA SECOND,19,2024-07-10,3
AL NAHDA SECOND,20,2024-07-17,9
AL NAHDA SECOND,21,2024-07-24,3
AL NAHDA SECOND,22,2024-07-31,4
AL NAHDA SECOND,23,2024-08-07,8
AL NAHDA SECOND,24,2024-08-14,5
AL NAHDA SECOND,25,2024-08-21,8
AL NAHDA SECOND,26,2024-08-28,6
AL NAHDA SECOND,27,2024-09-04,4
AL NAHDA SECOND,28,2024-09-11,6
AL NAHDA SECOND,29,2024-09-18,7
AL NAHDA SECOND,30,2024-09-25,1
AL QOUZ FIRST,1,2024-03-06,27
AL QOUZ FIRST,2,2024-03-13,9
AL QOUZ FIRST,3,2024-03-20,15
AL QOUZ FIRST,4,2024-03-27,12
AL QOUZ FIRST,5,2024-04-03,17
AL QOUZ FIRST,6,2024-04-10,25
AL QOUZ FIRST,7,2024-04-17,0
AL QOUZ FIRST,8,2024-04-24,0
AL QOUZ FIRST,9,2024-05-01,0
AL QOUZ FIRST,10,2024-05-08,0
AL QOUZ FIRST,11,2024-05-15,0
AL QOUZ FIRST,12,2024-05-22,0
AL QOUZ FIRST,13,2024-05-29,0
AL QOUZ FIRST,14,2024-06-05,6
AL QOUZ FIRST,15,2024-06-12,19
AL QOUZ FIRST,16,2024-06-19,20
AL QOUZ FIRST,17,2024-06-26,21
AL QOUZ FIRST,18,2024-07-03,17
AL QOUZ FIRST,19,2024-07-10,18
AL QOUZ FIRST,20,2024-07-17,25
AL QOUZ FIRST,21,2024-07-24,17
AL QOUZ FIRST,22,2024-07-31,23
AL QOUZ FIRST,23,2024-08-07,21
AL QOUZ FIRST,24,2024-08-14,23
AL QOUZ FIRST,25,2024-08-21,26
AL QOUZ FIRST,26,2024-08-28,34
AL QOUZ FIRST,27,2024-09-04,6
AL QOUZ FIRST,28,2024-09-11,11
AL QOUZ FIRST,29,2024-09-18,33
AL QOUZ FIRST,30,2024-09-25,4
AL QOUZ FOURTH,1,2024-03-06,10
AL QOUZ FOURTH,2,2024-03-13,9
AL QOUZ FOURTH,3,2024-03-20,16
AL QOUZ FOURTH,4,2024-03-27,16
AL QOUZ FOURTH,5,2024-04-03,9
AL QOUZ FOURTH,6,2024-04-10,12
AL QOUZ FOURTH,7,2024-04-17,0
AL QOUZ FOURTH,8,2024-04-24,0
AL QOUZ FOURTH,9,2024-05-01,0
AL QOUZ FOURTH,10,2024-05-08,0
AL QOUZ FOURTH,11,2024-05-15,0
AL QOUZ FOURTH,12,2024-05-22,0
AL QOUZ FOURTH,13,2024-05-29,0
AL QOUZ FOURTH,14,2024-06-05,2
AL QOUZ FOURTH,15,2024-06-12,13
AL QOUZ FOURTH,16,2024-06-19,12
AL QOUZ FOURTH,17,2024-06-26,15
AL QOUZ FOURTH,18,2024-07-03,7
AL QOUZ FOURTH,19,2024-07-10,8
AL QOUZ FOURTH,20,2024-07-17,9
AL QOUZ FOURTH,21,2024-07-24,10
AL QOUZ FOURTH,22,2024-07-31,6
AL QOUZ FOURTH,23,2024-08-07,10
AL QOUZ FOURTH,24,2024-08-14,8
AL QOUZ FOURTH,25,2024-08-21,10
AL QOUZ FOURTH,26,2024-08-28,11
AL QOUZ FOURTH,27,2024-09-04,1
AL QOUZ FOURTH,28,2024-09-11,7
AL QOUZ FOURTH,29,2024-09-18,10
AL QOUZ FOURTH,30,2024-09-25,2
AL QOUZ IND.FIRST,1,2024-03-06,19
AL QOUZ IND.FIRST,2,2024-03-13,7
AL QOUZ IND.FIRST,3,2024-03-20,16
AL QOUZ IND.FIRST,4,2024-03-27,22
AL QOUZ IND.FIRST,5,2024-04-03,9
AL QOUZ IND.FIRST,6,2024-04-10,26
AL QOUZ IND.FIRST,7,2024-04-17,3
AL QOUZ IND.FIRST,8,2024-04-24,0
AL QOUZ IND.FIRST,9,2024-05-01,0
AL QOUZ IND.FIRST,10,2024-05-08,0
AL QOUZ IND.FIRST,11,2024-05-15,0
AL QOUZ IND.FIRST,12,2024-05-22,0
AL QOUZ IND.FIRST,13,2024-05-29,0
AL QOUZ IND.FIRST,14,2024-06-05,6
AL QOUZ IND.FIRST,15,2024-06-12,15
AL QOUZ IND.FIRST,16,2024-06-19,28
AL QOUZ IND.FIRST,17,2024-06-26,16
AL QOUZ IND.FIRST,18,2024-07-03,21
AL QOUZ IND.FIRST,19,2024-07-10,14
AL QOUZ IND.FIRST,20,2024-07-17,16
AL QOUZ IND.FIRST,21,2024-07-24,18
AL QOUZ IND.FIRST,22,2024-07-31,10
AL QOUZ IND.FIRST,23,2024-08-07,17
AL QOUZ IND.FIRST,24,2024-08-14,21
AL QOUZ IND.FIRST,25,2024-08-21,25
AL QOUZ IND.FIRST,26,2024-08-28,26
AL QOUZ IND.FIRST,27,2024-09-04,5
AL QOUZ IND.FIRST,28,2024-09-11,19
AL QOUZ IND.FIRST,29,2024-09-18,21
AL QOUZ IND.FIRST,30,2024-09-25,1
AL QOUZ IND.FOURTH,1,2024-03-06,22
AL QOUZ IND.FOURTH,2,2024-03-13,15
AL QOUZ IND.FOURTH,3,2024-03-20,18
AL QOUZ IND.FOURTH,4,2024-03-27,15
AL QOUZ IND.FOURTH,5,2024-04-03,14
AL QOUZ IND.FOURTH,6,2024-04-10,10
AL QOUZ IND.FOURTH,7,2024-04-17,1
AL QOUZ IND.FOURTH,8,2024-04-24,0
AL QOUZ IND.FOURTH,9,2024-05-01,0
AL QOUZ IND.FOURTH,10,2024-05-08,0
AL QOUZ IND.FOURTH,11,2024-05-15,0
AL QOUZ IND.FOURTH,12,2024-05-22,0
AL QOUZ IND.FOURTH,13,2024-05-29,0
AL QOUZ IND.FOURTH,14,2024-06-05,3
AL QOUZ IND.FOURTH,15,2024-06-12,19
AL QOUZ IND.FOURTH,16,2024-06-19,14
AL QOUZ IND.FOURTH,17,2024-06-26,25
AL QOUZ IND.FOURTH,18,2024-07-03,18
AL QOUZ IND.FOURTH,19,2024-07-10,17
AL QOUZ IND.FOURTH,20,2024-07-17,12
AL QOUZ IND.FOURTH,21,2024-07-24,21
AL QOUZ IND.FOURTH,22,2024-07-31,17
AL QOUZ IND.FOURTH,23,2024-08-07,11
AL QOUZ IND.FOURTH,24,2024-08-14,30
AL QOUZ IND.FOURTH,25,2024-08-21,13
AL QOUZ IND.FOURTH,26,2024-08-28,26
AL QOUZ IND.FOURTH,27,2024-09-04,3
AL QOUZ IND.FOURTH,28,2024-09-11,11
AL QOUZ IND.FOURTH,29,2024-09-18,17
AL QOUZ IND.FOURTH,30,2024-09-25,4
AL QOUZ IND.SECOND,1,2024-03-06,17
AL QOUZ IND.SECOND,2,2024-03-13,20
AL QOUZ IND.SECOND,3,2024-03-20,20
AL QOUZ IND.SECOND,4,2024-03-27,28
AL QOUZ IND.SECOND,5,2024-04-03,11
AL QOUZ IND.SECOND,6,2024-04-10,15
AL QOUZ IND.SECOND,7,2024-04-17,2
AL QOUZ IND.SECOND,8,2024-04-24,0
AL QOUZ IND.SECOND,9,2024-05-01,0
AL QOUZ IND.SECOND,10,2024-05-08,0
AL QOUZ IND.SECOND,11,2024-05-15,0
AL QOUZ IND.SECOND,12,2024-05-22,0
AL QOUZ IND.SECOND,13,2024-05-29,0
AL QOUZ IND.SECOND,14,2024-06-05,10
AL QOUZ IND.SECOND,15,2024-06-12,18
AL QOUZ IND.SECOND,16,2024-06-19,27
AL QOUZ IND.SECOND,17,2024-06-26,21
AL QOUZ IND.SECOND,18,2024-07-03,28
AL QOUZ IND.SECOND,19,2024-07-10,27
AL QOUZ IND.SECOND,20,2024-07-17,18
AL QOUZ IND.SECOND,21,2024-07-24,20
AL QOUZ IND.SECOND,22,2024-07-31,22
AL QOUZ IND.SECOND,23,2024-08-07,32
AL QOUZ IND.SECOND,24,2024-08-14,25
AL QOUZ IND.SECOND,25,2024-08-21,33
AL QOUZ IND.SECOND,26,2024-08-28,30
AL QOUZ IND.SECOND,27,2024-09-04,3
AL QOUZ IND.SECOND,28,2024-09-11,14
AL QOUZ IND.SECOND,29,2024-09-18,24
AL QOUZ IND.SECOND,30,2024-09-25,2
AL QOUZ IND.THIRD,1,2024-03-06,20
AL QOUZ IND.THIRD,2,2024-03-13,24
AL QOUZ IND.THIRD,3,2024-03-20,20
AL QOUZ IND.THIRD,4,2024-03-27,10
AL QOUZ IND.THIRD,5,2024-04-03,13
AL QOUZ IND.THIRD,6,2024-04-10,16
AL QOUZ IND.THIRD,7,2024-04-17,3
AL QOUZ IND.THIRD,8,2024-04-24,0
AL QOUZ IND.THIRD,9,2024-05-01,0
AL QOUZ IND.THIRD,10,2024-05-08,0
AL QOUZ IND.THIRD,11,2024-05-15,0
AL QOUZ IND.THIRD,12,2024-05-22,0
AL QOUZ IND.THIRD,13,2024-05-29,0
AL QOUZ IND.THIRD,14,2024-06-05,4
AL QOUZ IND.THIRD,15,2024-06-12,15
AL QOUZ IND.THIRD,16,2024-06-19,20
AL QOUZ IND.THIRD,17,2024-06-26,29
AL QOUZ IND.THIRD,18,2024-07-03,19
AL QOUZ IND.THIRD,19,2024-07-10,16
AL QOUZ IND.THIRD,20,2024-07-17,24
AL QOUZ IND.THIRD,21,2024-07-24,24
AL QOUZ IND.THIRD,22,2024-07-31,17
AL QOUZ IND.THIRD,23,2024-08-07,20
AL QOUZ IND.THIRD,24,2024-08-14,22
AL QOUZ IND.THIRD,25,2024-08-21,19
AL QOUZ IND.THIRD,26,2024-08-28,27
AL QOUZ IND.THIRD,27,2024-09-04,7
AL QOUZ IND.THIRD,28,2024-09-11,19
AL QOUZ IND.THIRD,29,2024-09-18,26
AL QOUZ IND.THIRD,30,2024-09-25,5
AL QOUZ SECOND,1,2024-03-06,8
AL QOUZ SECOND,2,2024-03-13,11
AL QOUZ SECOND,3,2024-03-20,11
AL QOUZ SECOND,4,2024-03-27,14
AL QOUZ SECOND,5,2024-04-03,6
AL QOUZ SECOND,6,2024-04-10,7
AL QOUZ SECOND,7,2024-04-17,1
AL QOUZ SECOND,8,2024-04-24,0
AL QOUZ SECOND,9,2024-05-01,0
AL QOUZ SECOND,10,2024-05-08,0
AL QOUZ SECOND,11,2024-05-15,0
AL QOUZ SECOND,12,2024-05-22,0
AL QOUZ SECOND,13,2024-05-29,0
AL QOUZ SECOND,14,2024-06-05,2
AL QOUZ SECOND,15,2024-06-12,6
AL QOUZ SECOND,16,2024-06-19,7
AL QOUZ SECOND,17,2024-06-26,16
AL QOUZ SECOND,18,2024-07-03,7
AL QOUZ SECOND,19,2024-07-10,11
AL QOUZ SECOND,20,2024-07-17,12
AL QOUZ SECOND,21,2024-07-24,12
AL QOUZ SECOND,22,2024-07-31,13
AL QOUZ SECOND,23,2024-08-07,11
AL QOUZ SECOND,24,2024-08-14,9
AL QOUZ SECOND,25,2024-08-21,7
AL QOUZ SECOND,26,2024-08-28,13
AL QOUZ SECOND,27,2024-09-04,1
AL QOUZ SECOND,28,2024-09-11,10
AL QOUZ SECOND,29,2024-09-18,10
AL QOUZ SECOND,30,2024-09-25,4
AL QOUZ THIRD,1,2024-03-06,8
AL QOUZ THIRD,2,2024-03-13,9
AL QOUZ THIRD,3,2024-03-20,5
AL QOUZ THIRD,4,2024-03-27,7
AL QOUZ THIRD,5,2024-04-03,7
AL QOUZ THIRD,6,2024-04-10,5
AL QOUZ THIRD,7,2024-04-17,1
AL QOUZ THIRD,8,2024-04-24,0
AL QOUZ THIRD,9,2024-05-01,0
AL QOUZ THIRD,10,2024-05-08,0
AL QOUZ THIRD,11,2024-05-15,0
AL QOUZ THIRD,12,2024-05-22,0
AL QOUZ THIRD,13,2024-05-29,0
AL QOUZ THIRD,14,2024-06-05,3
AL QOUZ THIRD,15,2024-06-12,9
AL QOUZ THIRD,16,2024-06-19,6
AL QOUZ THIRD,17,2024-06-26,3
AL QOUZ THIRD,18,2024-07-03,11
AL QOUZ THIRD,19,2024-07-10,13
AL QOUZ THIRD,20,2024-07-17,6
AL QOUZ THIRD,21,2024-07-24,12
AL QOUZ THIRD,22,2024-07-31,7
AL QOUZ THIRD,23,2024-08-07,4
AL QOUZ THIRD,24,2024-08-14,7
AL QOUZ THIRD,25,2024-08-21,10
AL QOUZ THIRD,26,2024-08-28,10
AL QOUZ THIRD,27,2024-09-04,0
AL QOUZ THIRD,28,2024-09-11,11
AL QOUZ THIRD,29,2024-09-18,13
AL QOUZ THIRD,30,2024-09-25,1
AL QUSAIS FIRST,1,2024-03-06,12
AL QUSAIS FIRST,2,2024-03-13,5
AL QUSAIS FIRST,3,2024-03-20,7
AL QUSAIS FIRST,4,2024-03-27,8
AL QUSAIS FIRST,5,2024-04-03,8
AL QUSAIS FIRST,6,2024-04-10,10
AL QUSAIS FIRST,7,2024-04-17,1
AL QUSAIS FIRST,8,2024-04-24,0
AL QUSAIS FIRST,9,2024-05-01,0
AL QUSAIS FIRST,10,2024-05-08,0
AL QUSAIS FIRST,11,2024-05-15,0
AL QUSAIS FIRST,12,2024-05-22,0
AL QUSAIS FIRST,13,2024-05-29,0
AL QUSAIS FIRST,14,2024-06-05,2
AL QUSAIS FIRST,15,2024-06-12,9
AL QUSAIS FIRST,16,2024-06-19,16
AL QUSAIS FIRST,17,2024-06-26,8
AL QUSAIS FIRST,18,2024-07-03,11
AL QUSAIS FIRST,19,2024-07-10,8
AL QUSAIS FIRST,20,2024-07-17,5
AL QUSAIS FIRST,21,2024-07-24,4
AL QUSAIS FIRST,22,2024-07-31,8
AL QUSAIS FIRST,23,2024-08-07,7
AL QUSAIS FIRST,24,2024-08-14,5
AL QUSAIS FIRST,25,2024-08-21,17
AL QUSAIS FIRST,26,2024-08-28,17
AL QUSAIS FIRST,27,2024-09-04,2
AL QUSAIS FIRST,28,2024-09-11,8
AL QUSAIS FIRST,29,2024-09-18,15
AL QUSAIS FIRST,30,2024-09-25,0
AL QUSAIS IND. FIFTH,1,2024-03-06,11
AL QUSAIS IND. FIFTH,2,2024-03-13,7
AL QUSAIS IND. FIFTH,3,2024-03-20,5
AL QUSAIS IND. FIFTH,4,2024-03-27,9
AL QUSAIS IND. FIFTH,5,2024-04-03,12
AL QUSAIS IND. FIFTH,6,2024-04-10,9
AL QUSAIS IND. FIFTH,7,2024-04-17,0
AL QUSAIS IND. FIFTH,8,2024-04-24,0
AL QUSAIS IND. FIFTH,9,2024-05-01,0
AL QUSAIS IND. FIFTH,10,2024-05-08,0
AL QUSAIS IND. FIFTH,11,2024-05-15,0
AL QUSAIS IND. FIFTH,12,2024-05-22,0
AL QUSAIS IND. FIFTH,13,2024-05-29,0
AL QUSAIS IND. FIFTH,14,2024-06-05,0
AL QUSAIS IND. FIFTH,15,2024-06-12,10
AL QUSAIS IND. FIFTH,16,2024-06-19,4
AL QUSAIS IND. FIFTH,17,2024-06-26,2
AL QUSAIS IND. FIFTH,18,2024-07-03,12
AL QUSAIS IND. FIFTH,19,2024-07-10,5
AL QUSAIS IND. FIFTH,20,2024-07-17,15
AL QUSAIS IND. FIFTH,21,2024-07-24,6
AL QUSAIS IND. FIFTH,22,2024-07-31,11
AL QUSAIS IND. FIFTH,23,2024-08-07,11
AL QUSAIS IND. FIFTH,24,2024-08-14,10
AL QUSAIS IND. FIFTH,25,2024-08-21,17
AL QUSAIS IND. FIFTH,26,2024-08-28,11
AL QUSAIS IND. FIFTH,27,2024-09-04,2
AL QUSAIS IND. FIFTH,28,2024-09-11,7
AL QUSAIS IND. FIFTH,29,2024-09-18,10
AL QUSAIS IND. FIFTH,30,2024-09-25,0
AL QUSAIS IND. FIRST,1,2024-03-06,8
AL QUSAIS IND. FIRST,2,2024-03-13,9
AL QUSAIS IND. FIRST,3,2024-03-20,4
AL QUSAIS IND. FIRST,4,2024-03-27,5
AL QUSAIS IND. FIRST,5,2024-04-03,2
AL QUSAIS IND. FIRST,6,2024-04-10,7
AL QUSAIS IND. FIRST,7,2024-04-17,1
AL QUSAIS IND. FIRST,8,2024-04-24,0
AL QUSAIS IND. FIRST,9,2024-05-01,0
AL QUSAIS IND. FIRST,10,2024-05-08,0
AL QUSAIS IND. FIRST,11,2024-05-15,0
AL QUSAIS IND. FIRST,12,2024-05-22,0
AL QUSAIS IND. FIRST,13,2024-05-29,0
AL QUSAIS IND. FIRST,14,2024-06-05,1
AL QUSAIS IND. FIRST,15,2024-06-12,5
AL QUSAIS IND. FIRST,16,2024-06-19,16
AL QUSAIS IND. FIRST,17,2024-06-26,10
AL QUSAIS IND. FIRST,18,2024-07-03,10
AL QUSAIS IND. FIRST,19,2024-07-10,7
AL QUSAIS IND. FIRST,20,2024-07-17,2
AL QUSAIS IND. FIRST,21,2024-07-24,9
AL QUSAIS IND. FIRST,22,2024-07-31,10
AL QUSAIS IND. FIRST,23,2024-08-07,6
AL QUSAIS IND. FIRST,24,2024-08-14,8
AL QUSAIS IND. FIRST,25,2024-08-21,11
AL QUSAIS IND. FIRST,26,2024-08-28,9
AL QUSAIS IND. FIRST,27,2024-09-04,1
AL QUSAIS IND. FIRST,28,2024-09-11,5
AL QUSAIS IND. FIRST,29,2024-09-18,11
AL QUSAIS IND. FIRST,30,2024-09-25,3
AL QUSAIS IND. FOURTH,1,2024-03-06,10
AL QUSAIS IND. FOURTH,2,2024-03-13,4
AL QUSAIS IND. FOURTH,3,2024-03-20,2
AL QUSAIS IND. FOURTH,4,2024-03-27,7
AL QUSAIS IND. FOURTH,5,2024-04-03,10
AL QUSAIS IND. FOURTH,6,2024-04-10,5
AL QUSAIS IND. FOURTH,7,2024-04-17,1
AL QUSAIS IND. FOURTH,8,2024-04-24,0
AL QUSAIS IND. FOURTH,9,2024-05-01,0
AL QUSAIS IND. FOURTH,10,2024-05-08,0
AL QUSAIS IND. FOURTH,11,2024-05-15,0
AL QUSAIS IND. FOURTH,12,2024-05-22,0
AL QUSAIS IND. FOURTH,13,2024-05-29,0
AL QUSAIS IND. FOURTH,14,2024-06-05,0
AL QUSAIS IND. FOURTH,15,2024-06-12,5
AL QUSAIS IND. FOURTH,16,2024-06-19,6
AL QUSAIS IND. FOURTH,17,2024-06-26,0
AL QUSAIS IND. FOURTH,18,2024-07-03,1
AL QUSAIS IND. FOURTH,19,2024-07-10,1
AL QUSAIS IND. FOURTH,20,2024-07-17,5
AL QUSAIS IND. FOURTH,21,2024-07-24,1
AL QUSAIS IND. FOURTH,22,2024-07-31,5
AL QUSAIS IND. FOURTH,23,2024-08-07,2
AL QUSAIS IND. FOURTH,24,2024-08-14,2
AL QUSAIS IND. FOURTH,25,2024-08-21,2
AL QUSAIS IND. FOURTH,26,2024-08-28,4
AL QUSAIS IND. FOURTH,27,2024-09-04,0
AL QUSAIS IND. FOURTH,28,2024-09-11,2
AL QUSAIS IND. FOURTH,29,2024-09-18,5
AL QUSAIS IND. FOURTH,30,2024-09-25,0
AL QUSAIS IND. SECOND,1,2024-03-06,10
AL QUSAIS IND. SECOND,2,2024-03-13,5
AL QUSAIS IND. SECOND,3,2024-03-20,4
AL QUSAIS IND. SECOND,4,2024-03-27,5
AL QUSAIS IND. SECOND,5,2024-04-03,5
AL QUSAIS IND. SECOND,6,2024-04-10,2
AL QUSAIS IND. SECOND,7,2024-04-17,0
AL QUSAIS IND. SECOND,8,2024-04-24,0
AL QUSAIS IND. SECOND,9,2024-05-01,0
AL QUSAIS IND. SECOND,10,2024-05-08,0
AL QUSAIS IND. SECOND,11,2024-05-15,0
AL QUSAIS IND. SECOND,12,2024-05-22,0
AL QUSAIS IND. SECOND,13,2024-05-29,0
AL QUSAIS IND. SECOND,14,2024-06-05,1
AL QUSAIS IND. SECOND,15,2024-06-12,18
AL QUSAIS IND. SECOND,16,2024-06-19,9
AL QUSAIS IND. SECOND,17,2024-06-26,11
AL QUSAIS IND. SECOND,18,2024-07-03,7
AL QUSAIS IND. SECOND,19,2024-07-10,5
AL QUSAIS IND. SECOND,20,2024-07-17,6
AL QUSAIS IND. SECOND,21,2024-07-24,5
AL QUSAIS IND. SECOND,22,2024-07-31,5
AL QUSAIS IND. SECOND,23,2024-08-07,13
AL QUSAIS IND. SECOND,24,2024-08-14,6
AL QUSAIS IND. SECOND,25,2024-08-21,7
AL QUSAIS IND. SECOND,26,2024-08-28,3
AL QUSAIS IND. SECOND,27,2024-09-04,0
AL QUSAIS IND. SECOND,28,2024-09-11,4
AL QUSAIS IND. SECOND,29,2024-09-18,3
AL QUSAIS IND. SECOND,30,2024-09-25,1
AL QUSAIS IND. THIRD,1,2024-03-06,3
AL QUSAIS IND. THIRD,2,2024-03-13,2
AL QUSAIS IND. THIRD,3,2024-03-20,1
AL QUSAIS IND. THIRD,4,2024-03-27,2
AL QUSAIS IND. THIRD,5,2024-04-03,6
AL QUSAIS IND. THIRD,6,2024-04-10,6
AL QUSAIS IND. THIRD,7,2024-04-17,0
AL QUSAIS IND. THIRD,8,2024-04-24,0
AL QUSAIS IND. THIRD,9,2024-05-01,0
AL QUSAIS IND. THIRD,10,2024-05-08,0
AL QUSAIS IND. THIRD,11,2024-05-15,0
AL QUSAIS IND. THIRD,12,2024-05-22,0
AL QUSAIS IND. THIRD,13,2024-05-29,0
AL QUSAIS IND. THIRD,14,2024-06-05,1
AL QUSAIS IND. THIRD,15,2024-06-12,1
AL QUSAIS IND. THIRD,16,2024-06-19,4
AL QUSAIS IND. THIRD,17,2024-06-26,3
AL QUSAIS IND. THIRD,18,2024-07-03,3
AL QUSAIS IND. THIRD,19,2024-07-10,4
AL QUSAIS IND. THIRD,20,2024-07-17,4
AL QUSAIS IND. THIRD,21,2024-07-24,2
AL QUSAIS IND. THIRD,22,2024-07-31,3
AL QUSAIS IND. THIRD,23,2024-08-07,4
AL QUSAIS IND. THIRD,24,2024-08-14,6
AL QUSAIS IND. THIRD,25,2024-08-21,2
AL QUSAIS IND. THIRD,26,2024-08-28,4
AL QUSAIS IND. THIRD,27,2024-09-04,0
AL QUSAIS IND. THIRD,28,2024-09-11,2
AL QUSAIS IND. THIRD,29,2024-09-18,7
AL QUSAIS IND. THIRD,30,2024-09-25,0
AL QUSAIS SECOND,1,2024-03-06,13
AL QUSAIS SECOND,2,2024-03-13,3
AL QUSAIS SECOND,3,2024-03-20,9
AL QUSAIS SECOND,4,2024-03-27,8
AL QUSAIS SECOND,5,2024-04-03,5
AL QUSAIS SECOND,6,2024-04-10,8
AL QUSAIS SECOND,7,2024-04-17,1
AL QUSAIS SECOND,8,2024-04-24,0
AL QUSAIS SECOND,9,2024-05-01,0
AL QUSAIS SECOND,10,2024-05-08,0
AL QUSAIS SECOND,11,2024-05-15,0
AL QUSAIS SECOND,12,2024-05-22,0
AL QUSAIS SECOND,13,2024-05-29,0
AL QUSAIS SECOND,14,2024-06-05,1
AL QUSAIS SECOND,15,2024-06-12,7
AL QUSAIS SECOND,16,2024-06-19,7
AL QUSAIS SECOND,17,2024-06-26,5
AL QUSAIS SECOND,18,2024-07-03,5
AL QUSAIS SECOND,19,2024-07-10,4
AL QUSAIS SECOND,20,2024-07-17,7
AL QUSAIS SECOND,21,2024-07-24,13
AL QUSAIS SECOND,22,2024-07-31,7
AL QUSAIS SECOND,23,2024-08-07,13
AL QUSAIS SECOND,24,2024-08-14,13
AL QUSAIS SECOND,25,2024-08-21,12
AL QUSAIS SECOND,26,2024-08-28,13
AL QUSAIS SECOND,27,2024-09-04,0
AL QUSAIS SECOND,28,2024-09-11,1
AL QUSAIS SECOND,29,2024-09-18,11
AL QUSAIS SECOND,30,2024-09-25,0
AL QUSAIS THIRD,1,2024-03-06,10
AL QUSAIS THIRD,2,2024-03-13,6
AL QUSAIS THIRD,3,2024-03-20,6
AL QUSAIS THIRD,4,2024-03-27,7
AL QUSAIS THIRD,5,2024-04-03,7
AL QUSAIS THIRD,6,2024-04-10,5
AL QUSAIS THIRD,7,2024-04-17,4
AL QUSAIS THIRD,8,2024-04-24,0
AL QUSAIS THIRD,9,2024-05-01,0
AL QUSAIS THIRD,10,2024-05-08,0
AL QUSAIS THIRD,11,2024-05-15,0
AL QUSAIS THIRD,12,2024-05-22,0
AL QUSAIS THIRD,13,2024-05-29,0
AL QUSAIS THIRD,14,2024-06-05,0
AL QUSAIS THIRD,15,2024-06-12,13
AL QUSAIS THIRD,16,2024-06-19,6
AL QUSAIS THIRD,17,2024-06-26,10
AL QUSAIS THIRD,18,2024-07-03,7
AL QUSAIS THIRD,19,2024-07-10,7
AL QUSAIS THIRD,20,2024-07-17,4
AL QUSAIS THIRD,21,2024-07-24,7
AL QUSAIS THIRD,22,2024-07-31,14
AL QUSAIS THIRD,23,2024-08-07,6
AL QUSAIS THIRD,24,2024-08-14,10
AL QUSAIS THIRD,25,2024-08-21,6
AL QUSAIS THIRD,26,2024-08-28,5
AL QUSAIS THIRD,27,2024-09-04,2
AL QUSAIS THIRD,28,2024-09-11,5
AL QUSAIS THIRD,29,2024-09-18,6
AL QUSAIS THIRD,30,2024-09-25,2
AL RAFFA,1,2024-03-06,9
AL RAFFA,2,2024-03-13,4
AL RAFFA,3,2024-03-20,6
AL RAFFA,4,2024-03-27,4
AL RAFFA,5,2024-04-03,2
AL RAFFA,6,2024-04-10,6
AL RAFFA,7,2024-04-17,1
AL RAFFA,8,2024-04-24,0
AL RAFFA,9,2024-05-01,0
AL RAFFA,10,2024-05-08,0
AL RAFFA,11,2024-05-15,0
AL RAFFA,12,2024-05-22,0
AL RAFFA,13,2024-05-29,0
AL RAFFA,14,2024-06-05,1
AL RAFFA,15,2024-06-12,6
AL RAFFA,16,2024-06-19,8
AL RAFFA,17,2024-06-26,12
AL RAFFA,18,2024-07-03,4
AL RAFFA,19,2024-07-10,17
AL RAFFA,20,2024-07-17,12
AL RAFFA,21,2024-07-24,14
AL RAFFA,22,2024-07-31,10
AL RAFFA,23,2024-08-07,5
AL RAFFA,24,2024-08-14,4
AL RAFFA,25,2024-08-21,8
AL RAFFA,26,2024-08-28,11
AL RAFFA,27,2024-09-04,2
AL RAFFA,28,2024-09-11,6
AL RAFFA,29,2024-09-18,4
AL RAFFA,30,2024-09-25,0
AL RAS,1,2024-03-06,3
AL RAS,2,2024-03-13,2
AL RAS,3,2024-03-20,1
AL RAS,4,2024-03-27,0
AL RAS,5,2024-04-03,1
AL RAS,6,2024-04-10,0
AL RAS,7,2024-04-17,0
AL RAS,8,2024-04-24,0
AL RAS,9,2024-05-01,0
AL RAS,10,2024-05-08,0
AL RAS,11,2024-05-15,0
AL RAS,12,2024-05-22,0
AL RAS,13,2024-05-29,0
AL RAS,14,2024-06-05,0
AL RAS,15,2024-06-12,0
AL RAS,16,2024-06-19,1
AL RAS,17,2024-06-26,1
AL RAS,18,2024-07-03,2
AL RAS,19,2024-07-10,6
AL RAS,20,2024-07-17,4
AL RAS,21,2024-07-24,2
AL RAS,22,2024-07-31,4
AL RAS,23,2024-08-07,6
AL RAS,24,2024-08-14,4
AL RAS,25,2024-08-21,3
AL RAS,26,2024-08-28,3
AL RAS,27,2024-09-04,2
AL RAS,28,2024-09-11,1
AL RAS,29,2024-09-18,4
AL RAS,30,2024-09-25,0
AL RASHIDIYA,1,2024-03-06,25
AL RASHIDIYA,2,2024-03-13,24
AL RASHIDIYA,3,2024-03-20,19
AL RASHIDIYA,4,2024-03-27,28
AL RASHIDIYA,5,2024-04-03,23
AL RASHIDIYA,6,2024-04-10,28
AL RASHIDIYA,7,2024-04-17,4
AL RASHIDIYA,8,2024-04-24,0
AL RASHIDIYA,9,2024-05-01,0
AL RASHIDIYA,10,2024-05-08,0
AL RASHIDIYA,11,2024-05-15,0
AL RASHIDIYA,12,2024-05-22,0
AL RASHIDIYA,13,2024-05-29,0
AL RASHIDIYA,14,2024-06-05,2
AL RASHIDIYA,15,2024-06-12,20
